image_id,source,prompt,evaluation_seed
000000227019,coco-30k,A man playing a game of sports with a hard swing baseball ,89561
000000389549,coco-30k,A herd of sheep that are grazing on some grass.,95257
000000182369,coco-30k,Animals in a body of water play with a ball. ,80594
000000290619,coco-30k,Banana and plastic drink container sitting on a table.,40472
000000194876,coco-30k,A man is standing in a bedroom with his shirt unbuttoned.  ,60021
000000264737,coco-30k,some little goats and sheep standing next to a larger goat ,69194
000000314074,coco-30k,A man is slicing a large white cake,77136
000000245383,coco-30k,a motorcycle and a three wheeler both coming same direction on both sides of street,40155
000000048555,coco-30k,A group of people on horses racing together.,19251
000000144122,coco-30k,A small airplane flying through a blue sky.,98410
000000528269,coco-30k,a brown black and white bird and some plants grass and leaves,47292
000000481480,coco-30k,Two jockeys ride their horses in a race at the track. ,93220
000000406841,coco-30k,An old brick building contains an appliance store.,24503
000000170788,coco-30k,Five birds nestled together on a tree branch sleeping.,72631
000000467000,coco-30k,a rainy day with people on the road with umbrellas and a person with a cycle waiting in the shade. ,52183
000000155793,coco-30k,Meat item with sauce and vegetable and side dish on table.,7486
000000133928,coco-30k,A yellow duck boat floating on top of a lake.,67177
000000226008,coco-30k,A couple of people riding a jet-ski on top of water.,27252
000000082807,coco-30k,A very cute looking small dog by some food.,88219
000000457575,coco-30k,A kid playing a game of frisbee with his dog in the snow.,27963
000000432623,coco-30k,A woman on a motorcycle smiles next to a man on a bicycle.,99166
000000068715,coco-30k,"A street sign with the name of a street on it, and next to it is a post with various names up and down the post.",21021
000000525272,coco-30k,"A tomato, onion and basil pizza in it's raw state.",44222
000000035328,coco-30k,Stairs are leading down into the streets where there is a bus.,40684
000000052107,coco-30k,three tennis players on a court playing tennis,79254
000000542260,coco-30k,"kids play soccer is a soccer field, one boy just kicked the ball",50424
000000002225,coco-30k,A little girl is eating a chocolate doughnut.,89026
000000079408,coco-30k,A red stop sign sitting next to a forest.,28872
000000304545,coco-30k,A black suitcase with a handle and white background.,13454
000000008603,coco-30k,An adult and baby giraffe walking through a field.,29088
000000524216,coco-30k,A large white bus driving down a street next to a sign.,47954
000000530099,coco-30k,A orange calico cat on top of a vehicle.,61827
000000273657,coco-30k,Two donuts with chocolate frosting and sprinkles on a plate.,91541
000000555478,coco-30k,A big elephant that is standing in the tall grass.,59867
000000384461,coco-30k,a woman is sitting against a wall with a case,16931
000000418106,coco-30k,A man stands in front of an airport with many airliners on it.,17536
000000352576,coco-30k,A giraffe is standing outside in the woods.,62064
000000373344,coco-30k,A person lays down on a blanket with a dog by her side. ,87870
000000081630,coco-30k,A large black bird wings spread flying over the woods,34083
000000414560,coco-30k,there are many cows that are laying in this barn,30198
000000571925,coco-30k,a large giraffe is outside eating from a tree,49731
000000356827,coco-30k,A woman in ski gear skiing down a small slope on the top of a mountain.,91966
000000095679,coco-30k,a take out box is filled with food near some ketchup.,4323
000000476109,coco-30k,Two giraffes standing in grass surrounded by trees,61524
000000346621,coco-30k,A trash bin with decorative stickers of cars on them on the ground,20959
000000428858,coco-30k,a very tall giraffe standing in the wilderness,5249
000000124157,coco-30k,Several stacks of individual bananas in aluminum trays.,77675
000000398489,coco-30k,A large cat sleeping on top of a bed covered in blue and brown blankets.,17635
000000247639,coco-30k,a man with white swim trunks is surfing,93290
000000077615,coco-30k,A group of people sitting on benches having lunch together at a curbside garden area.,33938
000000047627,coco-30k,a sexy naked woman on a bed in front of a window,59277
000000223757,coco-30k,A cat curls up with a purple blanket on a chair.,74812
000000317448,coco-30k,A man flying through the air while riding a skateboard.,46244
000000231022,coco-30k,A cat sitting in a chair with its eyes open.,7802
000000325410,coco-30k,A big bunch of bananas will be growing were the bud is.,77056
000000549930,coco-30k,The couple walks down the wet sidewalk with an umbrella.,25818
000000000589,coco-30k,A person doing karate in a field at night,20642
000000306989,coco-30k,A banana sitting on top of a sidewalk near a street.,39654
000000457735,coco-30k,A small toy that looks like a witch next to a keyboard.,99774
000000469603,coco-30k,A brown horse looking out of a window in his stall.,72814
000000316423,coco-30k,A large white bird in the open water.,11468
000000467843,coco-30k,A small child with glasses is playing frisbee.,88008
000000041104,coco-30k,A black and white photo of a group of horses. ,75989
000000564352,coco-30k,Guy watches boat drive by on the water.,8636
000000293027,coco-30k,a black and white cat hugging a handbag,60368
000000507927,coco-30k,a number of people riding motorcycles on a city street,97292
000000574074,coco-30k,a close up of three birds in a tree branch,77758
000000412471,coco-30k,A bunch of suitcases that are on a sidewalk.,89775
000000232085,coco-30k,a couple of elephant walk through a dust area ,98469
000000432330,coco-30k,Many difference birds in cages on display in an outdoor market area.,62891
000000154000,coco-30k,A small white tow truck parked to another small white tow truck.,49056
000000063970,coco-30k,An orange cat looks at a green light shining on a bag.,45777
000000172843,coco-30k,An old toilet is transformed into a lawn ornament by adding soil and plants.,86952
000000001083,coco-30k,A group of cows on a grassy field.,64669
000000106757,coco-30k,A actress standing near an elephant on a sunny day. ,19954
000000501385,coco-30k,Three giraffes in a wood and metal fenced enclosure.,13038
000000383270,coco-30k,A cake sitting in a green bowl filled with fruit.,97174
000000260261,coco-30k,A vendor selling fruit from the back of a truck.,46444
000000564699,coco-30k,A tiled bathroom altered to suit the needs of the handicapped.,73399
000000346642,coco-30k,A lagoon with crystal blue water filled with boats.,73773
000000260510,coco-30k,A glass bowl with an orange in it. ,48720
000000261360,coco-30k,A stuffed frog stuck between two parking meters in front of a car.,11300
000000005328,coco-30k,A white toilet sitting next to a white sink.,83960
000000236370,coco-30k,A crowd of people sitting in a room on to of a wooden floor.,90235
000000132791,coco-30k,A man that is standing in the dirt.,39508
000000564743,coco-30k,Group of snowboarders on top of a mountain with trees on it. ,28475
000000292945,coco-30k,Pair of scantily clad adults resting on red benches across of city skyline.,41448
000000333697,coco-30k,Two street signs on the corner of a stone wall.,94187
000000409581,coco-30k,A boy carrying a surfboard on a busy sidewalk.,61818
000000512307,coco-30k,A black haired man wearing a white shirt and tie being filmed while speaking by a woman wearing red,63600
000000319534,coco-30k,A man wearing a t-shirt stands in the door way of a white bus.,57519
000000463132,coco-30k,The top of the computer desk is very shiny.,68738
000000210832,coco-30k,a person jumping a skate board into the air,72306
000000096488,coco-30k,A red and yellow train with two very large eyes.,58253
000000484414,coco-30k,a boy jumping his skateboard over a red box,1419
000000528524,coco-30k,The brown cows walking along a path in the field.,44368
000000558840,coco-30k,"Tray of food disguised in car, on restaurant counter",28153
000000401816,coco-30k,A group of three men walking horses on a paved country road.,81339
000000105179,coco-30k,We are looking at a black and white shot of a train platform.,39645
000000016502,coco-30k,A sheep standing on top of a rock. ,46367
000000463610,coco-30k,A white toilet sitting next to a shower in a bathroom.,61246
000000028714,coco-30k,A bicycle resting outside of a building door,73490
000000285633,coco-30k,A woman and child at table with a cake.,69689
000000216006,coco-30k,Road signs giving directions and a car parked next to it,14783
000000262642,coco-30k,A man in a black shirt eating a sandwich,69763
000000399628,coco-30k,Two children looking at a steam train engine,27037
000000296730,coco-30k,A brick building with a clock tower at the corner of a street.,22588
000000289343,coco-30k,A man is riding a large bike through the park.,42395
000000570548,coco-30k,"A lunchbox with a sandwich, yogurt and a banana.",14047
000000139486,coco-30k,A white bed sitting on a wooden floor in a bedroom.,50888
000000312388,coco-30k,An orange cat sleeping inside of a piece of luggage.,32115
000000050238,coco-30k,An old red fire truck parked at a car show with on lookers.,40964
000000004665,coco-30k,A just married couple in the back of a car.,31086
000000535591,coco-30k,A mountain towers over a train going down the tracks.,6792
000000527363,coco-30k,Mother elephant nurturing her baby at the zoo,61492
000000580607,coco-30k,a couple of boats are parked at a dock,60851
000000195648,coco-30k,A park bench surrounded by a green forest of trees.,97521
000000010920,coco-30k,A car and traffic light on a city street.,19026
000000440359,coco-30k,A black and grey dog in the passengers side of a truck.,92058
000000371194,coco-30k,A couple of small horses walking across a field.,51607
000000215255,coco-30k,A bathroom with a white sink next to a toilet paper roller.,44773
000000054603,coco-30k,A mirror sitting on top of a wooden dresser.,50111
000000148549,coco-30k,A young man holding a bunch of green bananas inside of  a store.,16374
000000226592,coco-30k,A zebra-print futon with red cushions in a student's room,5069
000000423336,coco-30k,A black and white cow standing next to a wire fence.,88958
